tstidn,expidn,unique,agepar,region,expsit,gender,poccup,religr,politr,pedlev,fedlev,stbbu1,stbbu2,stbbu3,stbbu4,stbbu5,stbbu6,stbbu7,stbbu8,stbse1,stbse2,stbse3,stbse4,stbse5,stbse6,nssgv1,nssgv2,nssgv3,nssgv4,nssgv5,nssgv6,nssgv7,nsssc1,nsssc2,nsssc3,nsssc4,nsssc5,nsssc6,probl1,probl2,probl3,probl4,probl5,crt1ty,crt2ty,crt3ty,crt4ty,crt5ty,crt6ty,crt7ty,crt1co,crt2co,crt3co,crt4co,crt5co,crt6co,crt7co,crtsco,sapps1,sapps2,sapps3,sapps4,sapco1,sapco2,sapco3,sapco4,sappa1,sappa2,sappa3,sappa4,sapsc1,sapsc2,sapsc3,sapsc4,num1nu,num2nu,num3nu,num1rf,num2rf,num3rf,num1di,num2di,num3di,relitx,politx,crt1tx,crt2tx,crt3tx,crt4tx,crt5tx,crt6tx,crt7tx,num1tx,num2tx,num3tx,expidt,timest
358,360,1 UN,20,2,4 AN,1 FE,1 ST,1 CA,5 NO,4 EU,2 EM,2,3,1,3,2,3,3,2,4,3,4,4,4,4,3,3,3,3,4,3,4,3,2,3,2,3,1,0,0,0,1,0,3,3,3,4,4,4,1,0,0,0,1,1,1,0,3,3,2,4,3,3,4,3,3,3,3,3,3,4,3,3,3,NR,890,NR,441211,922,155,-88,32,-88,católica ,ninguna,10,1 hora 40 min,24,segundo,8,Emiliano,3,no se,890 pesos aprox,NR,00360,14/11/2023 15:04:51
359,361,1 UN,21,2,4 AN,1 FE,1 ST,2 CR,5 NO,4 EU,4 EU,1,1,1,2,2,2,1,2,2,1,1,2,1,3,3,3,2,2,1,2,3,1,1,1,1,1,1,1,0,0,0,0,3,3,3,4,4,4,1,0,0,0,1,1,1,0,3,2,1,1,1,1,1,1,1,1,1,2,1,5,4,3,4,400000,900,NR,441211,922,155,41211,22,-88,Cristiana,no tengo,10,1 hora y 40 min,24,segundo,8,emilio,3,400000,900,no lo se,00361,14/11/2023 15:13:04
360,362,1 UN,22,2,4 AN,1 FE,1 ST,3 OT,5 NO,4 EU,3 ET,2,1,2,3,2,2,1,3,3,3,2,4,4,4,3,3,4,5,3,4,5,3,1,1,1,2,1,0,0,0,1,0,3,3,3,4,4,4,3,0,0,0,1,1,1,0,3,2,3,1,1,2,3,4,3,3,4,2,4,5,5,2,5,700000,900,95,441211,922,155,258789,22,60,"creo que existio alguien como se describe en la religion pero me cuesta creer que sigue aqui presente, por ende ninguna religion me satisface en sus creencias, tengo fe pero aun no se de quien y creo que no me adaptare a una religion por que no me gusta sus creencias en totalidad.","no me identifico con ningun partido ni ninguna persona, aun .",10,1 hora y 40 min,24 horas,segundo lugar,8 ovejas ,emilio,27,700000,900,95,00362,14/11/2023 15:25:13
361,363,1 UN,23,2,4 AN,1 FE,1 ST,5 AG,1 LW,4 EU,4 EU,2,1,1,2,4,2,1,2,4,4,4,4,4,2,2,2,1,2,3,2,2,3,2,1,2,2,1,0,0,0,1,0,3,3,1,4,4,4,3,0,0,0,1,1,1,0,3,1,1,1,1,2,2,2,1,1,2,3,1,5,5,3,5,5000,950,144,441211,922,155,436211,28,11,Agnóstica,Tendiente a izquierda,10,100,12 horas,segundo lugar,8,Emilio,27,5000,950,144,00363,14/11/2023 15:30:02
362,364,2 DU,20,2,4 AN,1 FE,1 ST,3 OT,1 LW,4 EU,3 ET,3,2,2,2,3,3,1,2,4,3,3,4,4,4,5,5,4,5,3,5,5,5,1,3,3,4,3,1,0,0,0,0,3,3,3,4,4,4,1,0,0,0,1,1,1,0,3,2,1,2,2,5,5,3,3,2,5,3,5,5,3,3,4,4000000,900,50,441211,922,155,3558789,22,105,"No pertenezco a ninguna religión, me guio por mis propias creencias","No conozco nada de política, soy muy ignorante al respecto, sypongo que mi postura es anti conservadora. ",10,100 minutos,24 horas,segundo lugar,8,Emilio,3,4 millones,de 800 a 1000 pesos,50,00364,14/11/2023 16:04:27
363,376,2 DU,20,3,4 AN,2 MA,1 ST,5 AG,1 LW,4 EU,3 ET,2,1,3,2,4,2,1,1,3,4,3,3,4,4,4,3,5,5,3,3,5,2,1,1,2,3,1,0,0,0,0,0,4,3,3,4,4,4,1,1,0,0,1,1,1,0,4,2,2,2,4,4,4,3,2,3,4,2,1,5,5,4,5,800000,850,14,441211,922,155,358789,72,141,Agnostico ,Izquierda,5 pesos,100 Minutos,24 horas,segundo lugar,8,Emilio,3,800000,800-900 pesos aprox,14,00364,14/11/2023 16:43:44
364,365,1 UN,20,2,4 AN,1 FE,1 ST,5 AG,5 NO,4 EU,4 EU,1,2,1,2,3,2,1,2,3,2,2,3,3,4,3,4,3,4,3,5,3,2,1,1,3,3,2,1,0,0,0,0,3,3,3,4,4,4,2,0,0,0,1,1,1,0,3,3,4,3,3,4,3,4,2,3,3,4,4,3,2,4,5,18000,800,NR,441211,922,155,423211,122,-88,agnóstica,No tengo una preferencia política,10,100 minutos,24 horas,segundo lugar ,8,emilio,no sé,18000,alrededor de 800 pesos,Ni idea,00365,14/11/2023 15:58:28
365,366,1 UN,22,2,4 AN,2 MA,1 ST,5 AG,1 LW,4 EU,6 PG,3,2,1,2,1,2,2,4,4,3,2,4,4,4,4,4,4,5,5,5,4,2,2,1,3,3,2,0,0,0,1,0,1,4,1,4,3,4,1,0,1,0,1,0,1,0,3,4,4,3,5,4,2,5,3,3,3,3,3,5,4,4,5,780932,978,150,441211,922,155,339721,56,5,AGNOSTICO,SOCIALISTA,110,5 MINUTOS,12 HORAS,SEGUNDO LUGAR,7 OVEJAS,EMILIO,12,780932,978 PESOS,150,00366,14/11/2023 15:52:21
366,367,1 UN,19,2,4 AN,2 MA,1 ST,3 OT,5 NO,4 EU,6 PG,1,2,1,3,3,1,2,1,3,4,3,3,4,4,4,3,2,4,2,4,4,3,1,2,3,2,1,0,0,0,1,0,3,1,3,3,4,4,3,0,0,0,0,1,1,0,2,2,1,1,2,2,1,3,1,2,1,3,2,3,4,4,5,2500000,960,7,441211,922,155,2058789,38,148,"no creo en un dios cristiano, pero si creo que puede haber algo ""superior""","me considero apolítico, y que no me gusta estar metido o participar en situaciones o conversas politicas",10,500 minutos,24 hrs osea un dia,voy primero ya que al pasar a esa persona quedo en segundo lugar,8,emilo,27 metros cubicos,deben rondar el 2.500.000,960,7,00367,14/11/2023 15:56:47
367,368,1 UN,20,2,4 AN,2 MA,1 ST,6 AT,3 RW,4 EU,4 EU,3,2,1,3,4,2,9,3,3,3,4,3,4,2,3,3,2,4,3,4,3,1,1,1,3,4,2,0,0,0,1,0,3,1,3,4,3,4,1,0,0,0,1,0,1,0,2,1,1,1,2,1,4,3,1,1,1,1,1,5,4,4,5,250000,1500,15,441211,922,155,191211,578,140,"Durante años fui católico, a día de hoy soy ateo","Dificil de definir, me gustaría decir de centro, pero estoy seguro soy más de centro derecha.",10,50,24horas ,Segundo,7,Emilio,9,250000,1500 pesos,15,00368,14/11/2023 16:02:18
368,369,1 UN,20,3,4 AN,2 MA,1 ST,3 OT,3 RW,4 EU,6 PG,3,2,2,1,3,3,4,2,4,4,4,4,4,4,4,4,4,5,4,3,4,2,2,2,3,3,1,0,0,0,0,0,4,4,4,4,4,4,3,1,1,1,1,1,1,0,6,2,1,3,4,4,1,3,2,1,1,2,1,3,3,3,4,700000,897,47,441211,922,155,258789,25,108,"Creo en un Dios creador, pero no en uno religioso",No me identifico con ningun partido pero comparto mas ideas con el partido de derecha. Siento que comparto varias cosas con Milei,5,5 minutos,47 horas,segundo,8,Emilio,27,700000,897,47,00369,14/11/2023 16:42:53
369,370,1 UN,19,2,4 AN,1 FE,1 ST,3 OT,2 CE,4 EU,6 PG,2,3,3,2,2,2,1,3,4,4,2,4,4,4,4,3,3,4,4,3,5,2,1,2,3,2,1,0,0,0,0,1,3,3,3,2,4,4,3,0,0,0,0,1,1,0,2,3,4,3,1,3,2,2,2,2,3,4,3,4,4,2,5,2450526,967,NR,441211,922,155,2009315,45,-88,no me gustan las religiones pero creo en Dios,neutral,10,1 hora y 40 minutos,24 horas,NR,8,Emilio,27 metros ,2450526,967 pesos,NR,00370,14/11/2023 16:20:47
370,371,1 UN,19,2,4 AN,4 OT,1 ST,6 AT,1 LW,4 EU,2 EM,4,1,1,1,3,2,1,2,4,4,4,4,1,1,5,5,5,5,5,5,5,1,1,1,3,2,1,1,0,0,1,0,3,4,3,3,4,4,1,0,1,0,0,1,1,0,3,3,1,2,2,4,4,4,4,4,2,3,4,5,5,4,5,1000000,923,20,441211,922,155,558789,1,135,No creo que exista un ser mas allá de nuestro plano en la tierra,"No estoy muy metido en la política, pero creo que soy de centro izquierda",10 pesos,5 minutos,24 horas,en primer lugar,8 ovejas,Emilio,3 metros cubicos,1.000.000 personas,923 pesos,20 diputados,00371,14/11/2023 16:18:47
371,372,1 UN,20,2,4 AN,1 FE,1 ST,4 NO,5 NO,4 EU,4 EU,2,2,2,3,4,3,3,4,3,4,3,4,4,4,4,4,3,5,5,5,5,4,1,1,3,3,1,0,0,0,0,1,3,1,3,4,4,4,3,0,0,0,1,1,1,0,3,,1,1,1,4,2,3,1,2,1,4,3,5,3,2,5,NR,950,NR,441211,922,155,-88,28,-88,No tengo,No soy de un bando es especifico,10,500 minutos,24 horas,segundo lugar,8,Emilio,27,NR,900-1000 pesos,NR,00372,14/11/2023 16:19:51
372,373,1 UN,19,2,4 AN,2 MA,1 ST,6 AT,1 LW,4 EU,4 EU,1,1,2,3,3,2,3,2,4,2,1,4,4,4,5,4,2,4,2,5,3,1,1,1,3,3,1,0,0,0,0,0,1,4,4,4,4,4,1,0,1,1,1,1,1,0,5,1,1,2,1,3,3,5,2,2,3,3,4,5,5,3,5,100000,930,154,441211,922,155,341211,8,1,"Ateo, si bien en algún momento consideré ser agnóstico.","De izquierda, militante, de hecho.",Vale entre 10 y 20 pesos pero viene en promoción con la galleta,5 minutos,47 horas.,En segundo lugar.,8 ovejas.,Emilio.,3 metros cúbicos,Tengo entendido que más de 100 mil personas.,"A día de hoy, alrededor de 930 pesos.",Alrededor de 154,00373,14/11/2023 16:19:52
373,374,1 UN,19,3,4 AN,2 MA,1 ST,4 NO,1 LW,4 EU,4 EU,1,1,2,2,3,2,2,2,4,3,3,4,4,3,2,2,1,2,3,2,3,1,1,1,3,2,1,0,0,0,1,0,3,3,3,4,4,3,3,0,0,0,1,1,0,0,2,3,5,3,4,3,3,4,4,1,1,2,2,5,5,1,5,50000,800,20,441211,922,155,391211,122,135,No me oriento por ninguna religion ,izquierda ,10 pesos,100 minutos,24 horas,segundo lugar,8,julio,27 mt,50000,800 pesos aprox,20,00374,14/11/2023 16:41:44
374,375,1 UN,21,4,4 AN,2 MA,1 ST,5 AG,1 LW,4 EU,3 ET,3,2,4,1,3,1,1,4,4,4,3,4,4,4,3,3,2,2,4,3,4,1,1,1,1,1,1,0,0,0,1,0,4,4,1,4,1,4,3,1,1,0,1,0,1,0,4,2,1,3,5,3,1,3,3,3,3,2,4,4,5,5,5,45000,950,52,441211,922,155,396211,28,103,No creo ni rechazo ninguna de las religiones existentes,Opto por un ideal mas comunitario sin llegar al socialismo o comunismo,5,5,32,2,1,Emilio,27,45000,950,52,00375,14/11/2023 16:34:23
375,377,1 UN,21,2,4 AN,1 FE,1 ST,4 NO,1 LW,4 EU,4 EU,3,2,3,3,3,3,3,4,4,3,3,4,4,4,3,2,2,3,2,5,4,1,1,2,3,3,2,1,0,0,1,1,4,1,3,3,4,3,1,1,0,0,0,1,0,0,2,2,2,3,1,4,4,4,2,2,4,4,4,5,5,5,5,1800000,1000,50,441211,922,155,1358789,78,105,Ninguna.,"Izquierda no autoritativa, en la encuesta con cuadrantes de politica estoy en el verde, no se que tan valido sea eso. ",5 pesos,1 minuto,24 horas,primero,8,Julio,3,1800000,1000 aproximado,50,00377,14/11/2023 17:25:25
376,378,1 UN,23,2,4 AN,1 FE,1 ST,5 AG,1 LW,4 EU,4 EU,2,1,1,1,2,1,1,2,4,2,4,3,2,3,4,4,4,4,4,4,4,2,1,3,2,3,2,0,0,0,1,0,3,3,2,4,4,4,2,0,0,0,1,1,1,0,3,3,3,3,3,4,4,5,5,4,4,3,4,4,4,3,5,NR,900,NR,441211,922,155,-88,22,-88,agnóstica,centro izquierda,10 pesos,1 hora 40 minutos,NR,segundo,8,Emilio,no lo sé,no lo sé,900,no lo sé,00378,14/11/2023 17:10:01
377,379,1 UN,27,2,4 AN,1 FE,1 ST,5 AG,1 LW,4 EU,6 PG,4,4,1,2,2,3,2,2,4,4,4,3,4,3,3,3,4,4,5,5,4,3,2,2,2,3,2,0,0,0,1,0,3,3,3,4,4,4,1,0,0,0,1,1,1,0,3,4,3,3,4,5,5,4,3,4,2,5,5,5,5,5,5,100000,860,12,441211,922,155,341211,62,143,"Agnostica, creo que hay un ser superior mas no debe de ser el mismo para todods",Izquierda,10,100 minutos,24 horas,segundo,8,Emilio,9,100000,860,12,379,14/11/2023 17:04:38
378,380,1 UN,24,2,4 AN,1 FE,3 PC,3 OT,1 LW,4 EU,4 EU,4,3,4,3,4,4,4,4,4,4,2,4,3,4,3,3,2,4,5,5,3,1,1,1,1,3,2,0,0,0,1,0,4,3,2,3,4,4,1,1,0,0,0,1,1,0,3,2,3,1,2,4,3,5,3,1,4,4,3,5,4,4,5,3000000,1000,63,441211,922,155,2558789,78,92,Creo en la madre tierra (como vida y muerte) ,"Soy contraria a la extrema derecha, xenofobia, homofobia, clasismo, machismo, etc.",5,1 hora y 40 minutos,NR,primero,8,Emilio,3 metros cubicos,3 millones,1000 pesos,63,00380,14/11/2023 17:16:51
379,381,1 UN,18,2,4 AN,1 FE,1 ST,2 CR,1 LW,4 EU,3 ET,2,3,2,3,4,4,4,1,3,4,4,4,4,3,4,5,5,5,5,5,5,4,1,1,2,2,3,0,0,0,1,0,1,3,1,4,4,3,1,0,0,0,1,1,0,0,2,5,4,5,3,5,2,5,4,4,4,3,5,3,4,1,5,12000,990,6,441211,922,155,429211,68,149,cristiana ya que mi familia es creyente de esa religion.,no tengo y la verdad me representaria un poco salvador allende.,210,100 min,34,en segundo,8,julio,3,12000,990,6,00381,14/11/2023 17:32:16
380,382,1 UN,21,2,4 AN,2 MA,1 ST,5 AG,3 RW,4 EU,3 ET,3,2,3,3,2,3,3,3,4,3,4,4,3,4,3,3,3,3,5,3,3,3,1,1,2,2,2,0,0,0,0,0,3,4,4,4,4,3,3,0,1,1,1,1,0,0,4,1,1,1,4,3,3,2,1,1,3,3,2,4,4,3,4,400000,950,NR,441211,922,155,41211,28,-88,Agnóstico,trump,10,5 minutos,47 horas,segundo lugar,8,Julio,27 m^3,400000,950,no sé,00382,14/11/2023 17:34:21
381,383,1 UN,22,2,4 AN,2 MA,1 ST,2 CR,1 LW,4 EU,2 EM,1,1,1,1,1,1,1,1,4,1,1,1,1,3,4,3,3,4,2,5,4,1,1,1,1,3,1,0,0,0,1,0,3,3,1,4,3,4,1,0,0,0,1,0,1,0,2,1,1,1,1,1,1,3,2,1,1,4,3,3,2,1,5,300000,900,85,441211,907,155,141211,7,70,"Cristiano, pero de ninguna religión","De Centro Izquierda, referentes boric y gonzalo winter",10,100 minutos,84,2,7,Emilio,3.000,300000,900,85,00383,15/11/2023 9:48:45
382,384,1 UN,22,2,4 AN,1 FE,1 ST,3 OT,1 LW,4 EU,3 ET,2,2,1,2,1,3,1,3,4,2,1,4,3,2,4,3,3,5,3,4,4,3,2,3,2,3,2,1,0,1,0,0,3,1,3,3,3,3,1,0,0,0,0,0,0,0,0,3,4,3,1,4,5,4,4,3,4,5,3,5,4,4,5,500000,700,15,441211,907,155,58789,207,140,creyente no religiosa,centro izquierda,10,5 horas,24 horas,primer lugar,7,julio,9,500000,700,15,00384,15/11/2023 9:57:31
383,385,1 UN,22,2,4 AN,1 FE,1 ST,5 AG,1 LW,4 EU,6 PG,1,2,1,3,1,2,1,3,4,3,2,4,4,4,4,3,2,5,3,5,4,1,1,1,1,1,1,1,0,0,1,0,3,3,3,4,4,4,1,0,0,0,1,1,1,0,3,3,2,3,1,5,1,3,3,4,3,5,4,5,5,1,5,200000,1000,NR,441211,907,155,241211,93,-88,no creo en nada pero tampoco lo rechazo,tendencia izquierda,10,100 minutos,24hrs,segundo,8,emilio,9,mas de 200mil personas,mil pesos,no lo se,00385,15/11/2023 9:52:54
384,386,1 UN,21,2,4 AN,1 FE,1 ST,6 AT,5 NO,4 EU,6 PG,2,2,2,3,3,2,2,3,2,2,3,4,3,2,3,4,3,4,4,3,4,3,2,3,2,3,3,0,0,1,0,0,3,1,3,4,3,4,3,0,0,0,1,0,1,0,2,3,2,2,3,4,3,4,2,4,4,4,3,4,3,4,5,400000,800,12,441211,907,155,41211,107,143,ateo,ninguna,10 pesos,20 minutos,24 horas,segundo lugar,7,emilioi,27,400000,800,12,00386,15/11/2023 9:56:39
385,387,1 UN,23,2,4 AN,1 FE,1 ST,6 AT,1 LW,4 EU,6 PG,3,2,4,3,4,4,4,4,4,3,4,4,3,4,3,2,1,3,2,5,5,4,1,1,1,1,5,0,0,0,1,0,3,1,3,4,4,4,1,0,0,0,1,1,1,0,3,1,4,1,1,3,1,4,1,1,1,3,1,5,5,1,5,24000,800,120,441211,907,155,417211,107,35,Atea, política social comunista ,10,1 hora y media,24 horas,segundo,8 ovejas,emilio,3,24000,800 pesos,120,00387,15/11/2023 10:01:43
386,388,1 UN,24,2,4 AN,2 MA,1 ST,5 AG,1 LW,4 EU,4 EU,2,1,1,4,3,3,3,4,4,2,3,3,3,2,3,3,2,4,3,5,3,2,1,2,1,3,2,0,0,0,1,0,3,4,3,4,4,3,1,0,1,0,1,1,0,0,3,1,1,1,2,3,2,3,2,1,1,3,1,5,5,3,5,700000,1000,40,441211,907,155,258789,93,115,agnóstico,"desde el espectro, izquierda",10,5,24,segundo,8,julio,3,700000,1000,40,00388,15/11/2023 10:26:55
387,389,1 UN,23,2,4 AN,1 FE,1 ST,2 CR,1 LW,4 EU,4 EU,2,1,1,1,1,1,1,1,3,2,3,2,1,4,3,4,1,4,4,4,2,1,1,1,1,1,1,0,0,0,1,0,3,1,4,4,1,4,3,0,0,1,1,0,1,0,3,1,1,1,3,3,1,4,1,1,1,1,1,5,5,4,5,500000,800,NR,441211,907,155,58789,107,-88,Cristiana," De izquierda, Comunista",10,1 minuto,47 horas,Segundo lugar,0 ovejas,Emilio,27,500000,800,"No se, pero son una manga de imbeciles",00389,15/11/2023 10:27:20
388,390,1 UN,23,2,4 AN,2 MA,1 ST,2 CR,1 LW,4 EU,3 ET,1,3,1,3,3,2,3,4,4,4,2,4,4,4,2,1,1,5,1,2,5,1,1,1,3,1,1,0,0,0,0,1,1,3,3,4,4,4,1,0,0,0,1,1,1,0,3,1,1,1,2,1,1,3,1,1,1,1,1,4,2,1,5,90000,870,32,441211,907,155,351211,37,123,Soy cristiano académico,tomo lo mejor de cada ideología política,100,100 minutos,24hrs,segundo,8,Emilio,18,90000,870,32,00390,15/11/2023 10:23:06
389,391,1 UN,20,2,4 AN,2 MA,1 ST,5 AG,3 RW,2 EM,6 PG,2,3,3,2,3,2,3,3,3,3,3,4,4,3,3,4,4,3,4,3,3,1,1,1,2,1,1,0,0,0,1,0,4,4,3,4,1,4,1,1,1,0,1,0,1,0,4,1,1,3,2,3,1,5,1,1,2,5,1,4,3,3,5,380000,950,350,441211,907,155,61211,43,195,agnóstico ,soy de centro derecha encuentro que ambas partes políticas tienen razón en cosas y que hay que tomar lo mejor de cada una para poder tener un equilibro como sociedad ,5,5 minutos ,24,segundo porque tomas su posición ,0 ya que tenia 15 ovejas ,Emilio ,9 metros cúbicos ,380000 personas ,entre 900 y 1000 pesos ,350,00391,15/11/2023 10:32:02
390,392,1 UN,21,2,4 AN,2 MA,1 ST,1 CA,2 CE,4 EU,4 EU,1,1,2,3,2,4,4,4,4,2,1,4,4,4,1,3,2,3,4,5,5,1,1,1,3,1,1,0,0,0,1,0,1,1,3,4,4,3,1,0,0,0,1,1,0,0,2,2,5,2,5,5,3,5,2,4,5,5,2,5,5,2,5,1000000,864,56,441211,907,155,558789,44,99,Católico pero no devoto a la religión   ,centro ,210 pesos ,55 minutos ,24 horas ,Segundo lugar,8,julio ,No veo la relevancia ,1000000,"866,5 pesos ",56,00392,15/11/2023 10:51:03
391,393,1 UN,20,2,4 AN,1 FE,1 ST,4 NO,1 LW,4 EU,4 EU,2,4,3,2,3,4,4,3,4,4,4,4,4,4,3,3,5,2,5,5,1,1,5,1,1,3,5,0,0,0,0,1,1,3,3,4,3,4,1,0,0,0,1,0,1,0,2,4,5,2,2,4,5,5,3,4,4,4,4,3,2,4,5,6000,980,10,441211,907,155,435211,73,145,"No tengo una orientación religiosa, pero tampoco niego la existencia de un ""ser"" superior.",Centro Liberal ,100,1 hora y 40 minutos ,24 horas,Segunda (o),7,Emilio ,6,6000 habitantes ,980 pesos,10,00393,15/11/2023 10:52:45
392,394,1 UN,18,2,4 AN,1 FE,1 ST,8 NR,8 NR,2 EM,4 EU,2,2,2,3,2,3,2,2,4,3,2,3,3,3,3,4,3,4,3,5,4,3,4,3,2,3,2,0,0,0,1,0,3,2,3,1,3,3,1,0,0,0,0,0,0,0,0,4,4,3,4,3,4,4,3,3,3,5,4,4,3,,3,NR,NR,NR,441211,907,155,-88,-88,-88,NR,NR,10,NR,24 horas,5,7,Julio ,NR,NR,NR,NR,00394,15/11/2023 10:48:44
393,395,1 UN,22,2,4 AN,1 FE,1 ST,3 OT,1 LW,4 EU,4 EU,2,3,2,2,2,3,3,3,4,4,4,3,3,3,3,3,2,3,4,3,2,2,1,1,1,2,1,0,0,0,1,0,3,1,3,4,4,4,3,0,0,0,1,1,1,0,3,3,5,3,3,4,5,3,3,3,3,4,4,5,3,3,5,5000,1000,50,441211,907,155,436211,93,105,"Panteísmo, mas que una religión es un movimiento filosófico religioso",no tengo un partido determinado pero me siento identificada con propuestas Gabriel Boric ,10,1 minuto ,24 horas,segundo lugar,8,emilio,27,5000,1000,50,00395,15/11/2023 10:59:12
394,396,1 UN,20,2,4 AN,1 FE,1 ST,3 OT,3 RW,4 EU,3 ET,1,2,1,2,3,2,3,3,4,2,2,4,3,3,3,3,3,4,3,4,3,2,1,2,1,3,3,0,1,0,0,0,3,1,3,3,3,3,1,0,0,0,0,0,0,0,0,3,3,3,3,5,5,5,3,3,4,4,4,4,4,3,5,NR,830,51,441211,907,155,-88,77,104,Creo en un ser superior pero no en la iglesia,Derecha ,10,1 minuto,24 horas,Primer lugar,7 ojevas,julio,30,NR,830,51,00396,15/11/2023 11:05:54
395,397,1 UN,19,2,4 AN,2 MA,1 ST,5 AG,3 RW,4 EU,5 PT,2,4,2,4,4,3,2,3,4,4,3,4,4,4,2,2,2,2,5,2,4,4,1,2,2,4,1,0,0,0,1,0,3,3,3,3,3,4,1,0,0,0,0,0,1,0,1,2,2,1,5,4,2,2,1,1,1,3,3,4,4,4,5,300000,900,128,441211,907,155,141211,7,27,Agnóstico,"Me considero una persona de centro - derecha, me representa muy bien el Partido Político Evópoli, o bien, Ignacio Briones.",10 pesos,100 minutos,24 horas,Primero,7,Emilio,9,300000,Aprox. 900 pesos chilenos,128,00397,15/11/2023 11:03:15
396,398,1 UN,21,2,4 AN,2 MA,1 ST,2 CR,5 NO,4 EU,6 PG,2,2,2,3,4,3,3,4,4,4,1,4,3,4,3,4,3,5,5,5,5,2,1,1,1,2,3,0,0,0,1,0,3,3,3,4,4,4,3,0,0,0,1,1,1,0,3,1,4,4,4,3,2,3,3,3,5,5,5,5,5,4,5,200000,826,12,441211,907,155,241211,81,143,Soy cristiano y parte de la Iglesia SUD,"No tengo una orientacion politica, ya que no estoy de acuerdo con ninguna de las posturas presentes.",10,100 minutos,24 horas,segundo lugar,8 ovejas,Emilio,27 metros cubicos,200000,826,12,00398,15/11/2023 11:24:11
397,399,1 UN,21,2,4 AN,1 FE,1 ST,3 OT,1 LW,4 EU,3 ET,2,1,1,1,3,3,1,4,4,3,4,4,4,4,2,4,3,4,3,3,4,2,1,2,2,3,2,0,0,0,0,0,3,4,3,4,4,4,1,0,1,0,1,1,1,0,4,3,2,2,1,4,2,3,4,3,4,2,4,4,2,1,5,10000000,730,NR,441211,907,155,9558789,177,-88,No tengo una religión como tal pero si creo en Dios,Centro - izquierda,10 pesos,5 minutos,24,Segundo,8,Emilio,9,10000000,730 pesos aproximadamente,No manejo información,00399,15/11/2023 11:27:51
398,400,1 UN,20,2,4 AN,2 MA,1 ST,6 AT,3 RW,2 EM,4 EU,1,1,3,3,4,4,1,2,4,2,3,2,4,3,3,3,3,2,3,4,4,3,1,1,1,2,1,0,0,0,1,0,3,3,4,4,4,4,1,0,0,1,1,1,1,0,4,1,1,1,3,2,3,3,1,1,1,1,1,4,3,1,5,500000,916,148,441211,907,155,58789,9,7,ateísmo,derecha liberal,10,100 minutos o 1 hora y 40 minutos,47 horas,segundo lugar,8 ovejas,emilio,3 metros cubicos,500000,916 pesos,148 diputados,00400,15/11/2023 11:28:39
399,401,1 UN,19,2,4 AN,2 MA,1 ST,2 CR,2 CE,4 EU,6 PG,2,1,1,3,3,2,2,1,4,4,2,4,3,3,3,2,1,3,4,3,1,2,1,2,2,2,1,0,0,0,1,0,3,4,4,4,3,4,3,0,1,1,1,0,1,0,4,3,1,3,2,4,2,3,1,1,5,2,2,2,2,3,5,350000,1000,150,441211,907,155,91211,93,5,Cristiano,Independiente.,10,5 minutos,47 horas,en el segundo lugar.,7 ovejas.,Emilio.,27 metros cúbicos.,al rededor de 350.000,aproximadamente 1.000 pesos,150 diputados.,00401,15/11/2023 11:26:05
400,402,1 UN,20,2,4 AN,2 MA,1 ST,1 CA,3 RW,4 EU,4 EU,2,3,2,3,3,2,3,4,4,2,4,4,4,4,3,3,4,4,5,3,4,2,1,2,1,1,1,0,0,0,1,0,3,4,3,4,4,4,1,0,1,0,1,1,1,0,4,3,1,1,3,5,3,4,4,1,1,4,4,4,2,3,4,2000000000,862,35,441211,907,155,1999558789,45,120,Catolico,Liberal,10 pesos,5 minutos,24 horas,segundo lugar,8,Emilio,3 metros cubicos,2000000000,862 pesos,35,00402,15/11/2023 11:50:01
401,403,1 UN,20,2,4 AN,2 MA,1 ST,2 CR,3 RW,4 EU,3 ET,1,2,1,9,9,3,2,3,4,4,3,4,3,2,3,3,3,4,3,4,2,1,1,1,2,2,1,0,0,0,1,0,3,1,3,4,3,3,2,0,0,0,1,0,0,0,1,3,1,1,3,3,5,4,1,1,2,3,2,4,1,3,4,2000000,900,155,441211,907,155,1558789,7,0,cristiano evangelico,liberalismo clásico ,10,500,un dia ,segundo ,7,julio ,no se XD ,2 millones de chilenos ,"depende de la inflación, empero a día de hoy son al rededor de novecientos pesos",155,00403,15/11/2023 11:41:22
402,404,1 UN,20,2,4 AN,1 FE,1 ST,5 AG,1 LW,4 EU,4 EU,1,2,2,3,2,3,2,3,4,3,3,3,3,4,3,3,2,3,2,3,3,1,1,1,2,3,1,0,0,0,1,0,1,1,3,4,4,4,1,0,0,0,1,1,1,0,3,3,1,4,2,2,2,3,1,3,2,3,3,5,3,4,5,800000,903,23,441211,907,155,358789,4,132,Agnóstica,Izquierda,11,20 minutos,24 horas,en segundo lugar,8,Emilio,12,"800.000, realmente no sé",903,23,00404,15/11/2023 11:48:50
